"trade_time","date","action","code","name","qty","price","amount","ref_buy_price","pnl_100","return_pct","reason"
"2026-03-09 22:52:17","2026-03-09","卖出","003009","中天火箭","100","69.1","6910","75.07","-597","-7.95","weak_rebalance_bottom_return"
"2026-03-09 22:52:17","2026-03-09","卖出","600435","北方导航","100","17.37","1737","18.74","-137","-7.31","weak_rebalance_bottom_return"
"2026-03-09 22:52:17","2026-03-09","卖出","600595","中孚实业","100","8.61","861","9.1","-49","-5.38","weak_rebalance_bottom_return"
"2026-03-09 22:52:17","2026-03-09","买入","601778","晶科科技","100","5.1","510","","","","rebalance_high_factor_candidate"
"2026-03-09 22:52:17","2026-03-09","买入","603070","万控智造","100","17.53","1753","","","","rebalance_high_factor_candidate"
"2026-03-09 22:52:17","2026-03-09","买入","002380","科远智慧","100","40.5","4050","","","","rebalance_high_factor_candidate"
