"trade_time","date","action","code","name","qty","price","amount","ref_buy_price","pnl_100","return_pct","reason"
"2026-03-05 23:36:07","2026-03-05","卖出","000912","泸天化","100","5.26","526","5.68","-42","-7.39","弱势调出（回撤/跌幅靠后）"
"2026-03-05 23:36:07","2026-03-05","卖出","000902","新洋丰","100","18.41","1841","19.02","-61","-3.21","弱势调出（回撤/跌幅靠后）"
"2026-03-05 23:36:07","2026-03-05","卖出","603663","三祥新材","100","53.27","5327","55.41","-214","-3.86","弱势调出（回撤/跌幅靠后）"
"2026-03-05 23:36:07","2026-03-05","买入","600089","特变电工","100","32.78","3278","","","","调仓补入（高分候选）"
"2026-03-05 23:36:07","2026-03-05","买入","002405","四维图新","100","10.78","1078","","","","调仓补入（高分候选）"
"2026-03-05 23:36:07","2026-03-05","买入","601611","中国核建","100","16.79","1679","","","","调仓补入（高分候选）"
